importer1,importer2,flow1
Jackson Heights,Morris Heights,50
Jackson Heights,Queensboro Hill,476
Jackson Heights,Woodlawn-Nordwood,15
Jamaica,Bushwick,28
Jamaica,Douglastown-Little Neck,60
Jamaica,Fort Green,50
Jamaica,Harlem,366
Jamaica,Morris Heights,9
Kings Bridge,Spuyten Duyvil,126
Kings Bridge,West Village,9
Laurelton,West Village,7
Little Italy,Bedford Park,161
Little Italy,Kings Bridge,103
Little Italy,Queensboro Hill,87
Little Italy,Wakefield-Williamsbridge,55
Little Italy,Williams Bridge,42
Lower East Side,Harlem,22275
Lower East Side,Soho,155409
Lower East Side,Soundview,446
Lower East Side,Throggs Neck,215
Lower East Side,Woodlawn-Nordwood,212
Mapleton-Flatlands,Astoria-Long Island City,51
Mapleton-Flatlands,Clinton,121
Mapleton-Flatlands,Douglastown-Little Neck,8
Mapleton-Flatlands,Laurelton,11
Mapleton-Flatlands,Maspeth,12
Mapleton-Flatlands,Park Slope,471
Mapleton-Flatlands,Tribeca,78
Mapleton-Flatlands,Union Port,7
Maspeth,East Brooklyn,17
Maspeth,Mapleton-Flatlands,9
Maspeth,Midtown,1807
Maspeth,Murray Hill,476
Maspeth,Ridgewood,286
Maspeth,Sunny Side,455
Middle Village,Astoria-Long Island City,60
Middle Village,Boerum Hill,9
Middle Village,East Brooklyn,17
Middle Village,East Village,34
Middle Village,Greenwich Village,19
Middle Village,Harlem,8
Middle Village,Williamsburg,42
Middle Village,Woodhaven-Richmond Hill,120
Midtown,Bensonhurst,4519
Midtown,Brownsville,1616
Midtown,Bushwick,14339
Midtown,Fort Green,65604
Midtown,Garment District,2007698
Midtown,Jamaica,6577
Midtown,Parkchester,5092
Morningside Heights,Bensonhurst,32
Morningside Heights,Brownsville,40
Morningside Heights,Garment District,19470
Morningside Heights,Glendale,36
Morningside Heights,Lower East Side,5358
Morningside Heights,Morningside Heights,95200
Morningside Heights,Morris Park,231
Morningside Heights,Parkchester,331
Morningside Heights,Queens Village,21
Morningside Heights,The Rockaways,16
Morris Heights,Downtown,8
Morris Heights,Jamaica,8
Morris Heights,Lower East Side,14
Morris Heights,Soundview,34
Morris Park,Chelsea,14
Morris Park,Morris Heights,15
Morris Park,South Bronx,48
Mott Haven,Auburndale,8
Mott Haven,Central Park,270
Mott Haven,Dyker Heights,7
Mott Haven,Hunts Point,161
Murray Hill,Carnegie Hill,36527
Murray Hill,City Island,54
Nkew Gardens,Nkew Gardens,5506
Nkew Gardens,Soundview,7
Nkew Gardens,South Bronx,15
Nkew Gardens,Tribeca,83
North Sutton Area,Clearview,63
North Sutton Area,Garment District,87469
North Sutton Area,Morris Heights,209
North Sutton Area,Upper East Side,402270
Park Slope,Hunts Point,10
Park Slope,Woodside,351
Park Slope,Yorkville,316
Parkchester,East Harlem,37
Parkchester,Garment District,39
Parkchester,Harlem,78
Parkchester,Mapleton-Flatlands,7
Parkchester,Saintalbans,7
Parkchester,Throggs Neck,78
Queens Village,Astoria-Long Island City,11
Queens Village,Financial District,12
Queens Village,Soho,10
Queens Village,Upper West Side,21
Queensboro Hill,Forest Hills,29
Queensboro Hill,Fort Green,13
Queensboro Hill,Sunny Side,29
Queensboro Hill,Williams Bridge,8
Ridgewood,Hamilton Heights,11
Ridgewood,Queens Village,10
Riverdale,Bay Ridge,7
Riverdale,Chelsea,27
Riverdale,Country Club,9
Riverdale,East Harlem,20
Saintalbans,Forest Hills,9
Saintalbans,Sunny Side,8
Soho,Corona,17
Soho,Douglastown-Little Neck,183
Soho,East Village,188233
Soho,Fordham,271
Soho,Jackson Heights,4338
Soho,Upper West Side,113424
Soundview,Clinton,28
Soundview,Laurelton,7
Soundview,Morris Park,52
Soundview,Parkchester,84
Soundview,Tribeca,10
Soundview,Wakefield-Williamsbridge,41
South Bronx,Bensonhurst,7
South Bronx,Brownsville,11
South Bronx,Parkchester,103
South Bronx,Queensboro Hill,7
Springfield Gardens,Bay Ridge,11
Springfield Gardens,Douglastown-Little Neck,25
Springfield Gardens,Flushing,16
Spuyten Duyvil,Inwood,90
Spuyten Duyvil,Lower East Side,8
Spuyten Duyvil,Soundview,10
Spuyten Duyvil,Woodside,8
Steinway,Astoria-Long Island City,9
Steinway,Upper West Side,13
Sunny Side,Chelsea,11890
Sunny Side,Downtown,1589
Sunset Park,Fordham,9
Sunset Park,High Bridge,7
Sunset Park,Jackson Heights,32
Sunset Park,Sunset Park,2207
Sunset Park,Upper West Side,58
The Rockaways,Garment District,10
The Rockaways,Mapleton-Flatlands,9
The Rockaways,The Rockaways,377
Throggs Neck,Chinatown,7
Throggs Neck,East Harlem,8
Throggs Neck,East Village,10
Throggs Neck,Financial District,9
Throggs Neck,Utopia,8
Throggs Neck,Wakefield-Williamsbridge,12
Tremont,Garment District,24
Tremont,North Sutton Area,9
Tremont,Upper East Side,60
Tribeca,Carroll Gardens,10521
Tribeca,Chinatown,21868
Tribeca,Mapleton-Flatlands,2467
Tribeca,South Bronx,493
Tribeca,Woodside,1757
Union Port,Hunts Point,34
Union Port,Sunny Side,14
Union Port,Wakefield-Williamsbridge,24
Union Port,Williams Bridge,22
Union Port,Woodside,7
University Heights,East Village,14
University Heights,Midtown,34
University Heights,Williamsburg,7
Upper East Side,Dyker Heights,1129
Upper East Side,Flatbush,57
Upper East Side,Fort Green,24871
Upper West Side,Bedford-Stuyvesant,6236
Upper West Side,Downtown,6330
Upper West Side,High Bridge,7656
Upper West Side,Hunts Point,875
Upper West Side,Sunset Park,1278
Utopia,Central Park,86
Utopia,Fordham,8
Utopia,Mott Haven,15
Utopia,Woodside,52
Utopia,Yorkville,69
Wakefield-Williamsbridge,East Harlem,10
Wakefield-Williamsbridge,Forest Hills,7
Wakefield-Williamsbridge,Upper East Side,20
Washington Heights,Bensonhurst,25
Washington Heights,Douglastown-Little Neck,19
Washington Heights,Jamaica,82
Washington Heights,Soundview,236
West Village,Bedford Park,542
West Village,Corona,14
West Village,Fordham,382
West Village,Mott Haven,974
West Village,Steinway,7
West Village,Williamsburg,41074
Williams Bridge,Central Park,7
Williams Bridge,Clinton,10
Williams Bridge,Spuyten Duyvil,8
Williams Bridge,Tribeca,8
Williamsburg,Bedford-Stuyvesant,51338
Williamsburg,Gramercy,25660
Williamsburg,High Bridge,193
Williamsburg,Morris Heights,59
Williamsburg,Sunset Park,2157
Woodhaven-Richmond Hill,Harlem,18
Woodhaven-Richmond Hill,Queensboro Hill,11
Woodhaven-Richmond Hill,West Village,23
Woodlawn-Nordwood,Financial District,8
Woodlawn-Nordwood,Parkchester,10
Woodlawn-Nordwood,Upper East Side,21
Woodside,Flatbush,10
Woodside,Garment District,2586
Woodside,Inwood,47
Woodside,University Heights,34
Woodside,Washington Heights,578
Yorkville,Ridgewood,234
Yorkville,The Rockaways,38
Astoria-Long Island City,Carnegie Hill,1696
Astoria-Long Island City,Douglastown-Little Neck,287
Astoria-Long Island City,Fort Green,3355
Astoria-Long Island City,Sunny Side,50946
Auburndale,Downtown,7
Battery Park,Canarsie,127
Battery Park,Soho,80131
Battery Park,Sunny Side,1914
Bay Ridge,Borough Park,200
Bay Ridge,East Brooklyn,14
Bay Ridge,Yorkville,16
Baychester,Bedford Park,12
Bedford-Stuyvesant,Chelsea,1022
Bedford-Stuyvesant,City Island,7
Bedford-Stuyvesant,Sunny Side,478
Bensonhurst,Garment District,41
Bensonhurst,Mapleton-Flatlands,117
Bensonhurst,South Bronx,8
Boerum Hill,Bedford Park,23
Boerum Hill,Carnegie Hill,215
Boerum Hill,Carroll Gardens,13560
Boerum Hill,Clinton,1531
Boerum Hill,Maspeth,107
Boerum Hill,Morris Heights,11
Boerum Hill,Morris Park,35
Boerum Hill,Mott Haven,54
Boerum Hill,Parkchester,28
Boerum Hill,Williamsburg,13671
Borough Park,Boerum Hill,337
Borough Park,Chinatown,74
Borough Park,East Village,186
Borough Park,Flatbush,10
Borough Park,Middle Village,8
Borough Park,Springfield Gardens,11
Borough Park,Williamsburg,321
Brownsville,Bushwick,72
Brownsville,Greenwich Village,14
Brownsville,Jackson Heights,8
Brownsville,North Sutton Area,8
Brownsville,Upper West Side,16
Brownsville,Utopia,7
Bushwick,Harlem,148
Bushwick,Woodhaven-Richmond Hill,90
Canarsie,Financial District,35
Canarsie,Forest Hills,10
Canarsie,Murray Hill,17
Carnegie Hill,Bedford Park,220
Carnegie Hill,Dyker Heights,34
Carnegie Hill,Upper West Side,265836
Carnegie Hill,Williamsburg,2104
Carnegie Hill,Yorkville,53499
Carroll Gardens,Dyker Heights,466
Carroll Gardens,Flatbush,48
Carroll Gardens,Kings Bridge,22
Carroll Gardens,Queensboro Hill,25
Central Park,Carnegie Hill,74937
Central Park,Corona,14
Central Park,Morris Heights,163
Central Park,Ridgewood,344
Central Park,Utopia,232
Chelsea,Borough Park,4983
Chelsea,Douglastown-Little Neck,535
Chelsea,East Harlem,21557
Chelsea,Jamaica,1928
Chelsea,Little Italy,98710
Chelsea,Mapleton-Flatlands,5139
Chelsea,Morris Heights,1175
Chelsea,Mott Haven,3440
Chelsea,Nkew Gardens,3107
Astoria-Long Island City,Canarsie,122
Astoria-Long Island City,Chinatown,682
Astoria-Long Island City,Midtown,64666
Astoria-Long Island City,Queens Village,197
Astoria-Long Island City,Spuyten Duyvil,57
Auburndale,Mapleton-Flatlands,8
Battery Park,Astoria-Long Island City,2377
Battery Park,Douglastown-Little Neck,97
Battery Park,Inwood,271
Battery Park,Jackson Heights,751
Battery Park,Mott Haven,157
Battery Park,Woodlawn-Nordwood,23
Bay Ridge,Bay Ridge,2722
Bay Ridge,Canarsie,58
Bay Ridge,East Village,55
Bay Ridge,Fort Green,128
Bay Ridge,Lower East Side,63
Bay Ridge,Morris Heights,8
Bay Ridge,Williamsburg,157
Baychester,Upper West Side,10
Bedford Park,Bedford-Stuyvesant,9
Bedford Park,Fordham,119
Bedford Park,Riverdale,41
Bedford Park,Sunny Side,8
Bedford-Stuyvesant,Bedford-Stuyvesant,19922
Bedford-Stuyvesant,Fordham,22
Bedford-Stuyvesant,Mott Haven,32
Bensonhurst,Hamilton Heights,11
Boerum Hill,Queens Village,11
Boerum Hill,South Bronx,61
Borough Park,Gramercy,371
Borough Park,Greenwood,274
Borough Park,High Bridge,10
Borough Park,North Sutton Area,36
Borough Park,Soho,192
Borough Park,Sunset Park,367
Borough Park,Tribeca,164
Brownsville,Park Slope,21
Bushwick,Financial District,286
Bushwick,Gramercy,600
Bushwick,Middle Village,66
Bushwick,Midtown,508
Bushwick,Ridgewood,1545
Canarsie,Downtown,17
Canarsie,Fort Green,37
Canarsie,Middle Village,8
Canarsie,Sunny Side,14
Carnegie Hill,Bay Ridge,217
Carnegie Hill,Jamaica,149
Carnegie Hill,Upper East Side,661573
Carroll Gardens,Auburndale,22
Carroll Gardens,Battery Park,3536
Carroll Gardens,Bensonhurst,358
Carroll Gardens,Brownsville,167
Carroll Gardens,Country Club,10
Carroll Gardens,Financial District,10935
Carroll Gardens,Midtown,14412
Carroll Gardens,Parkchester,13
Central Park,Cobble Hill,401
Central Park,Queens Village,21
Central Park,Soho,15783
Chelsea,Astoria-Long Island City,54268
Chelsea,East Brooklyn,1263
Chelsea,East Village,425502
Chelsea,Harlem,63633
Chelsea,Lower East Side,226178
Chelsea,Queens Village,269
Chelsea,Woodhaven-Richmond Hill,1374
Chinatown,Carroll Gardens,2503
City Island,Gramercy,8
Clearview,Auburndale,18
Clearview,Middle Village,8
Clinton,Auburndale,334
Clinton,Glendale,499
Clinton,Saintalbans,214
Clinton,Throggs Neck,606
Cobble Hill,Bedford Park,9
Cobble Hill,Chelsea,4965
Cobble Hill,Harlem,121
Cobble Hill,Middle Village,51
Corona,East Village,77
Corona,Fort Green,100
Corona,Greenwich Village,121
Corona,Williamsburg,58
Corona,Yorkville,61
Country Club,Baychester,29
Country Club,Canarsie,8
Country Club,Harlem,17
Country Club,Kings Bridge,12
Country Club,Morningside Heights,9
Country Club,Murray Hill,9
Country Club,Yorkville,11
Douglastown-Little Neck,Battery Park,16
Douglastown-Little Neck,Bushwick,13
Douglastown-Little Neck,Carnegie Hill,9
Douglastown-Little Neck,Cobble Hill,8
Douglastown-Little Neck,Douglastown-Little Neck,1592
Downtown,Morris Heights,43
Downtown,Tremont,58
Downtown,University Heights,40
Downtown,Washington Heights,619
Dyker Heights,Sunset Park,46
East Brooklyn,Astoria-Long Island City,18
East Brooklyn,Garment District,46
East Brooklyn,Gramercy,48
East Brooklyn,Morningside Heights,10
East Brooklyn,University Heights,10
East Brooklyn,Washington Heights,13
East Brooklyn,Yorkville,16
East Harlem,Inwood,940
East Harlem,Murray Hill,5730
East Harlem,Yorkville,63587
East Village,Gravesend-Sheepshead Bay,2768
East Village,Murray Hill,230913
East Village,Tremont,636
Financial District,Bedford-Stuyvesant,12349
Financial District,Douglastown-Little Neck,372
Financial District,Park Slope,23857
Financial District,South Bronx,781
Financial District,Union Port,210
Flatbush,Garment District,10
Flatbush,Greenwood,11
Flushing,Auburndale,260
Flushing,Bedford Park,15
Flushing,Cobble Hill,15
Flushing,Harlem,80
Flushing,Midtown,1927
Flushing,Murray Hill,448
Flushing,Queens Village,26
Flushing,The Rockaways,11
Flushing,Williamsburg,116
Flushing,Woodside,205
Fordham,Jackson Heights,11
Fordham,South Bronx,85
Forest Hills,Fordham,14
Forest Hills,Upper West Side,772
Fort Green,Cobble Hill,4308
Fort Green,Laurelton,49
Fort Green,Little Italy,3367
Fort Green,Murray Hill,3896
Fort Green,Nkew Gardens,247
Fort Green,University Heights,36
Fort Green,Washington Heights,736
Fort Green,Woodhaven-Richmond Hill,227
Garment District,East Village,218706
Garment District,Riverdale,2629
Garment District,Sunny Side,34387
Garment District,Woodlawn-Nordwood,870
Garment District,Woodside,9448
Glendale,Auburndale,9
Glendale,Bushwick,68
Glendale,East Harlem,9
Glendale,Laurelton,9
Gramercy,Battery Park,107917
Gramercy,Chelsea,987022
Gramercy,Dyker Heights,1794
Gramercy,Laurelton,135
Gramercy,Middle Village,3596
Gramercy,Morningside Heights,25775
Gravesend-Sheepshead Bay,Baychester,8
Gravesend-Sheepshead Bay,Canarsie,169
Gravesend-Sheepshead Bay,Dyker Heights,38
Gravesend-Sheepshead Bay,Middle Village,8
Gravesend-Sheepshead Bay,Ridgewood,10
Gravesend-Sheepshead Bay,Springfield Gardens,11
Gravesend-Sheepshead Bay,Utopia,10
Gravesend-Sheepshead Bay,Williamsburg,31
Greenwich Village,Chinatown,39824
Greenwich Village,Glendale,727
Greenwood,Clinton,165
Greenwood,Flushing,14
Greenwood,Maspeth,14
Greenwood,North Sutton Area,32
Greenwood,Soho,146
Greenwood,Tribeca,206
Hamilton Heights,Dyker Heights,26
Hamilton Heights,Fort Green,413
Hamilton Heights,High Bridge,1191
Hamilton Heights,Sunset Park,117
Harlem,Gravesend-Sheepshead Bay,51
Harlem,Hamilton Heights,29503
Harlem,Morris Park,429
Harlem,University Heights,641
Harlem,Washington Heights,18248
High Bridge,Gramercy,200
High Bridge,Riverdale,36
Hunts Point,Garment District,27
Hunts Point,Little Italy,8
Hunts Point,Utopia,8
Inwood,Fordham,129
Inwood,Queens Village,8
Jackson Heights,Country Club,51
Jackson Heights,High Bridge,194
Jackson Heights,Hunts Point,73
Jackson Heights,Laurelton,28
Jackson Heights,Mapleton-Flatlands,111
Jackson Heights,Morningside Heights,630
Jackson Heights,Sunset Park,134
Jamaica,South Bronx,21
Kings Bridge,Clinton,21
Kings Bridge,Downtown,9
Kings Bridge,Financial District,15
Kings Bridge,Maspeth,8
Kings Bridge,Morris Heights,37
Kings Bridge,South Bronx,48
Kings Bridge,The Rockaways,8
Kings Bridge,Tribeca,11
Laurelton,Chelsea,13
Laurelton,Cobble Hill,8
Laurelton,Flushing,9
Laurelton,Fort Green,10
Laurelton,Garment District,20
Laurelton,Inwood,8
Laurelton,Mapleton-Flatlands,8
Laurelton,Murray Hill,17
Little Italy,Borough Park,974
Little Italy,Corona,11
Little Italy,Greenwich Village,132929
Little Italy,Murray Hill,51517
Little Italy,North Sutton Area,6662
Little Italy,Ridgewood,925
Little Italy,The Rockaways,52
Little Italy,Utopia,239
Lower East Side,Canarsie,948
Lower East Side,Mapleton-Flatlands,3934
Lower East Side,Murray Hill,107832
Lower East Side,Queens Village,132
Mapleton-Flatlands,Gramercy,209
Mapleton-Flatlands,Morris Park,9
Mapleton-Flatlands,The Rockaways,21
Maspeth,Greenwich Village,304
Maspeth,Jackson Heights,300
Maspeth,Upper West Side,193
Maspeth,Washington Heights,17
Middle Village,Fort Green,19
Middle Village,Jamaica,25
Middle Village,Laurelton,8
Middle Village,Little Italy,10
Middle Village,Nkew Gardens,65
Midtown,Laurelton,818
Midtown,Spuyten Duyvil,5071
Midtown,Steinway,24
Morningside Heights,Gramercy,19377
Morningside Heights,Park Slope,920
Morningside Heights,Union Port,124
Morningside Heights,Williams Bridge,149
Morris Heights,Bedford-Stuyvesant,9
Morris Heights,Forest Hills,11
Morris Heights,Garment District,29
Morris Park,Country Club,29
Morris Park,Gramercy,21
Morris Park,Hamilton Heights,21
Morris Park,Morris Park,512
Morris Park,Parkchester,104
Mott Haven,Carnegie Hill,119
Mott Haven,Greenwood,13
Mott Haven,Steinway,10
Murray Hill,Bushwick,3265
Murray Hill,Cobble Hill,3159
Murray Hill,North Sutton Area,66825
Murray Hill,Ridgewood,1876
Murray Hill,Soundview,750
Murray Hill,Upper East Side,656303
Murray Hill,Wakefield-Williamsbridge,324
Nkew Gardens,Bensonhurst,9
Nkew Gardens,Brownsville,15
Nkew Gardens,Flushing,444
Nkew Gardens,Jamaica,601
Nkew Gardens,Morris Park,11
Nkew Gardens,Parkchester,16
Nkew Gardens,The Rockaways,27
Nkew Gardens,Throggs Neck,13
Nkew Gardens,Utopia,1586
North Sutton Area,Forest Hills,2657
North Sutton Area,Gramercy,185533
North Sutton Area,Soundview,430
Park Slope,Clinton,1119
Park Slope,Glendale,46
Park Slope,Greenwich Village,3303
Park Slope,Kings Bridge,51
Park Slope,Lower East Side,4331
Park Slope,Maspeth,81
Park Slope,Park Slope,35714
Park Slope,South Bronx,37
Park Slope,Tribeca,1561
Park Slope,Union Port,13
Parkchester,Boerum Hill,8
Parkchester,Lower East Side,21
Parkchester,University Heights,14
Parkchester,Washington Heights,51
Parkchester,Woodhaven-Richmond Hill,12
Queens Village,Battery Park,10
Queensboro Hill,Astoria-Long Island City,54
Queensboro Hill,Greenwich Village,11
Queensboro Hill,Hamilton Heights,8
Queensboro Hill,Middle Village,10
Ridgewood,Battery Park,13
Ridgewood,Bushwick,589
Ridgewood,Jamaica,36
Ridgewood,Morris Park,8
Ridgewood,Springfield Gardens,10
Riverdale,Kings Bridge,147
Riverdale,Lower East Side,17
Riverdale,Soho,9
Riverdale,Wakefield-Williamsbridge,14
Saintalbans,Canarsie,12
Saintalbans,Hamilton Heights,8
Soho,Flatbush,41
Soho,High Bridge,575
Soho,Mott Haven,781
Soho,Riverdale,605
Soho,Sunset Park,2562
Soundview,Central Park,17
Soundview,Jamaica,8
South Bronx,East Village,44
South Bronx,Garment District,82
South Bronx,Queens Village,9
South Bronx,Springfield Gardens,8
South Bronx,Williamsburg,15
Springfield Gardens,Chinatown,18
Springfield Gardens,Clinton,151
Springfield Gardens,Dyker Heights,12
Springfield Gardens,Maspeth,10
Springfield Gardens,Throggs Neck,8
Springfield Gardens,Tribeca,70
Springfield Gardens,Upper East Side,241
Springfield Gardens,West Village,54
Spuyten Duyvil,Central Park,10
Spuyten Duyvil,Park Slope,8
Spuyten Duyvil,Union Port,8
Spuyten Duyvil,Washington Heights,57
Spuyten Duyvil,Williams Bridge,10
Sunny Side,City Island,9
Sunny Side,Corona,22
Sunny Side,Kings Bridge,102
Sunny Side,Mott Haven,511
Sunny Side,Utopia,751
Sunset Park,Astoria-Long Island City,57
Sunset Park,Mapleton-Flatlands,229
Sunset Park,Middle Village,11
Sunset Park,Mott Haven,9
The Rockaways,Lower East Side,8
Throggs Neck,Greenwich Village,9
Throggs Neck,North Sutton Area,9
Throggs Neck,Upper East Side,23
Tremont,Chinatown,9
Tremont,High Bridge,82
Tremont,Hunts Point,28
Tremont,Jackson Heights,9
Tremont,Morningside Heights,16
Tremont,Sunset Park,8
Tremont,Throggs Neck,21
Tribeca,Bensonhurst,1000
Tribeca,Brownsville,438
Tribeca,Sunny Side,6568
Tribeca,Tremont,200
Union Port,Morris Heights,21
Union Port,Woodlawn-Nordwood,9
University Heights,Little Italy,11
Upper East Side,Astoria-Long Island City,127433
Upper East Side,Carnegie Hill,761525
Upper East Side,Greenwood,2581
Upper East Side,Inwood,9436
Upper East Side,Upper East Side,6840372
Upper West Side,Baychester,224
Upper West Side,Dyker Heights,336
Upper West Side,Hamilton Heights,128793
Upper West Side,Lower East Side,64356
Utopia,Financial District,186
Utopia,Fort Green,28
Utopia,Gravesend-Sheepshead Bay,13
Utopia,The Rockaways,10
Wakefield-Williamsbridge,Jackson Heights,8
Wakefield-Williamsbridge,Upper West Side,19
Washington Heights,Flushing,105
Washington Heights,Wakefield-Williamsbridge,117
West Village,Astoria-Long Island City,20038
West Village,Borough Park,2076
West Village,City Island,14
West Village,Flushing,558
West Village,Fort Green,30311
West Village,Little Italy,67745
West Village,Lower East Side,132029
West Village,Mapleton-Flatlands,2312
West Village,Nkew Gardens,979
West Village,North Sutton Area,14800
Williams Bridge,Gravesend-Sheepshead Bay,8
Williams Bridge,Morris Heights,19
Williamsburg,Country Club,16
Williamsburg,Laurelton,23
Williamsburg,The Rockaways,42
Williamsburg,Woodside,2187
Woodhaven-Richmond Hill,Bushwick,57
Woodhaven-Richmond Hill,Douglastown-Little Neck,28
Woodhaven-Richmond Hill,The Rockaways,29
Woodlawn-Nordwood,Baychester,8
Woodlawn-Nordwood,Hamilton Heights,10
Woodlawn-Nordwood,Inwood,17
Woodlawn-Nordwood,Jackson Heights,8
Woodlawn-Nordwood,Wakefield-Williamsbridge,44
Woodside,Central Park,811
Woodside,Dyker Heights,15
Woodside,Glendale,113
Woodside,Lower East Side,994
Woodside,South Bronx,115
Woodside,Spuyten Duyvil,13
Yorkville,Baychester,84
Yorkville,Clinton,21574
Yorkville,Douglastown-Little Neck,92
Yorkville,High Bridge,2234
Yorkville,Maspeth,237
Yorkville,Sunset Park,160
Yorkville,Tribeca,4023
Astoria-Long Island City,Forest Hills,5814
Astoria-Long Island City,Gravesend-Sheepshead Bay,277
Astoria-Long Island City,High Bridge,805
Astoria-Long Island City,Sunset Park,432
Astoria-Long Island City,Tremont,459
Auburndale,Lower East Side,10
Battery Park,Bedford-Stuyvesant,1427
Battery Park,Hamilton Heights,732
Battery Park,Laurelton,22
Battery Park,Morris Park,77
Battery Park,Parkchester,156
Battery Park,Upper East Side,58226
Battery Park,Woodhaven-Richmond Hill,168
Bay Ridge,Astoria-Long Island City,32
Bay Ridge,Battery Park,32
Bay Ridge,Fordham,8
Bay Ridge,High Bridge,8
Bay Ridge,Mapleton-Flatlands,201
Bay Ridge,Mott Haven,9
Baychester,Fordham,16
Baychester,Soundview,11
Baychester,Woodlawn-Nordwood,9
Bedford Park,Carnegie Hill,9
Bedford Park,Kings Bridge,102
Bedford Park,South Bronx,52
Bedford-Stuyvesant,Cobble Hill,245
Bedford-Stuyvesant,Inwood,28
Bensonhurst,Bensonhurst,1086
Bensonhurst,Brownsville,12
Bensonhurst,Bushwick,14
Bensonhurst,Forest Hills,13
Bensonhurst,The Rockaways,8
Boerum Hill,Bedford-Stuyvesant,12254
Boerum Hill,Borough Park,2173
Boerum Hill,Fort Green,29713
Boerum Hill,Hamilton Heights,262
Boerum Hill,Little Italy,1440
Boerum Hill,Nkew Gardens,91
Boerum Hill,Riverdale,21
Borough Park,Astoria-Long Island City,73
Borough Park,Borough Park,8809
Borough Park,East Brooklyn,29
Borough Park,Little Italy,64
Borough Park,Morningside Heights,23
Borough Park,Nkew Gardens,15
Brownsville,Astoria-Long Island City,14
Brownsville,Central Park,11
Brownsville,Chelsea,25
Brownsville,Garment District,18
Brownsville,Queens Village,12
Bushwick,Astoria-Long Island City,595
Bushwick,East Brooklyn,308
Bushwick,Glendale,176
Bushwick,Hunts Point,10
Bushwick,Tremont,11
Bushwick,Woodlawn-Nordwood,8
Canarsie,Astoria-Long Island City,11
Canarsie,Hamilton Heights,8
Canarsie,Mott Haven,8
Canarsie,The Rockaways,18
Canarsie,Woodhaven-Richmond Hill,13
Carnegie Hill,Borough Park,225
Carnegie Hill,Canarsie,27
Carnegie Hill,Carnegie Hill,70237
Carnegie Hill,Little Italy,2041
Carnegie Hill,Mapleton-Flatlands,213
Carnegie Hill,Morningside Heights,23996
Carnegie Hill,Nkew Gardens,186
Carnegie Hill,Sunny Side,1906
Carnegie Hill,Tribeca,8384
Carroll Gardens,Carnegie Hill,392
Carroll Gardens,Hamilton Heights,181
Carroll Gardens,Queens Village,10
Carroll Gardens,Soundview,10
Carroll Gardens,South Bronx,41
Carroll Gardens,Tremont,11
Central Park,Canarsie,56
Central Park,Chelsea,55825
Central Park,City Island,13
Central Park,Downtown,1212
Central Park,Forest Hills,1027
Central Park,Fort Green,1883
Central Park,Upper East Side,470890
Central Park,Wakefield-Williamsbridge,90
Chelsea,Boerum Hill,13790
Chelsea,Flatbush,40
Chelsea,Fort Green,61736
Chelsea,Soundview,1281
Chinatown,Flatbush,15
Chinatown,Fordham,88
Chinatown,Riverdale,68
Clinton,Borough Park,2378
Clinton,City Island,47
Clinton,Little Italy,26331
Clinton,Mapleton-Flatlands,2503
Clinton,Morningside Heights,28986
Clinton,Nkew Gardens,1907
Clinton,Soho,100363
Clinton,Woodside,5611
Cobble Hill,Battery Park,1419
Cobble Hill,Flushing,50
Cobble Hill,Jackson Heights,225
Cobble Hill,Park Slope,7122
Cobble Hill,Ridgewood,76
Cobble Hill,Upper West Side,2059
Corona,Battery Park,65
Corona,Downtown,63
Corona,High Bridge,19
Corona,Mott Haven,14
Corona,Riverdale,15
Corona,Spuyten Duyvil,11
Corona,Sunset Park,17
Country Club,Country Club,233
Douglastown-Little Neck,Bedford-Stuyvesant,10
Douglastown-Little Neck,Jamaica,88
Douglastown-Little Neck,Morningside Heights,10
Douglastown-Little Neck,Woodhaven-Richmond Hill,17
Downtown,Borough Park,1577
Downtown,Flushing,329
Downtown,Little Italy,4419
Downtown,Nkew Gardens,368
Downtown,Queens Village,24
Downtown,Riverdale,95
Dyker Heights,Bushwick,9
Dyker Heights,Carroll Gardens,18
Dyker Heights,Clinton,18
Dyker Heights,Middle Village,8
Dyker Heights,Tribeca,15
Dyker Heights,Yorkville,10
East Brooklyn,Bay Ridge,13
East Brooklyn,Glendale,18
East Brooklyn,High Bridge,8
East Brooklyn,Morris Heights,8
East Brooklyn,Springfield Gardens,19
East Brooklyn,Sunset Park,15
East Harlem,Fordham,498
East Harlem,Kings Bridge,287
East Harlem,University Heights,480
East Village,Canarsie,672
East Village,Downtown,21744
East Village,Fort Green,76646
East Village,Greenwich Village,477702
East Village,North Sutton Area,44484
Financial District,Astoria-Long Island City,12656
Financial District,Corona,24
Financial District,Forest Hills,4648
Financial District,Hamilton Heights,3282
Financial District,Jamaica,1029
Financial District,Middle Village,1336
Financial District,Woodhaven-Richmond Hill,905
Financial District,Yorkville,10338
Flatbush,Central Park,8
Flatbush,Midtown,13
Flushing,Battery Park,97
Flushing,Bedford-Stuyvesant,48
Flushing,Country Club,12
Flushing,Gramercy,550
Flushing,Tremont,14
Flushing,Wakefield-Williamsbridge,8
Fordham,Carnegie Hill,10
Fordham,Upper East Side,57
Fordham,Utopia,8
Forest Hills,Gramercy,1321
Forest Hills,Morris Heights,13
Forest Hills,Soundview,20
Forest Hills,University Heights,53
Forest Hills,Washington Heights,285
Fort Green,Bushwick,9391
Fort Green,East Village,14037
